index,question,distractor3,distractor1,distractor2,correct_answer,support,support-clean,word_count
664,What is the main function of blood?,excretion of waste,digestion,respiration,to transport,"The main function of blood is transport. Blood in arteries carries oxygen and nutrients to all the body’s cells. Blood in veins carries carbon dioxide and other wastes away from cells to be excreted. Blood also transports the chemical messengers called hormones to cells throughout the body where they are needed to regulate body functions. Blood has several other functions as well. For example, blood:.","The main function of blood is transport. Blood in arteries carries oxygen and nutrients to all the body’s cells. Blood in veins carries carbon dioxide and other wastes away from cells to be excreted. Blood also transports the chemical messengers called hormones to cells throughout the body where they are needed to regulate body functions. Blood has several other functions as well. For example, blood:.",65
1281,What type of carbon dioxide levels have been rising for the past several decades?,subatomic,magnetic,aqueous,atmospheric,Atmospheric carbon dioxide levels have been rising for the past several decades.,Atmospheric carbon dioxide levels have been rising for the past several decades.,12
5151,What is the smallest unit of a living thing?,organ,electron,proton,cell,"A cell is the smallest unit of a living thing. A living thing, like you, is called an organism. Thus, cells are the basic building blocks of all organisms. In multicellular organisms, several cells of one particular kind interconnect with each other and perform shared functions to form tissues (for example, muscle tissue, connective tissue, and nervous tissue), several tissues combine to form an organ (for example, stomach, heart, or brain), and several organs make up an organ system (such as the digestive system, circulatory system, or nervous system). Several systems functioning together form an organism (such as an elephant, for example). There are many types of cells, and all are grouped into one of two broad categories: prokaryotic and eukaryotic. Animal cells, plant cells, fungal cells, and protist cells are classified as eukaryotic, whereas bacteria and archaea cells are classified as prokaryotic. Before discussing the criteria for determining whether a cell is prokaryotic or eukaryotic, let us first examine how biologists study cells.","A cell is the smallest unit of a living thing. A living thing, like you, is called an organism. Thus, cells are the basic building blocks of all organisms. In multicellular organisms, several cells of one particular kind interconnect with each other and perform shared functions to form tissues (for example, muscle tissue, connective tissue, and nervous tissue), several tissues combine to form an organ (for example, stomach, heart, or brain), and several organs make up an organ system (such as the digestive system, circulatory system, or nervous system). Several systems functioning together form an organism (such as an elephant, for example). There are many types of cells, and all are grouped into one of two broad categories: prokaryotic and eukaryotic. Animal cells, plant cells, fungal cells, and protist cells are classified as eukaryotic, whereas bacteria and archaea cells are classified as prokaryotic. Before discussing the criteria for determining whether a cell is prokaryotic or eukaryotic, let us first examine how biologists study cells.",164
10855,Consumers are organisms that depend on other organisms for what?,shelter,knowledge,reproduction,food,"Consumers are organisms that depend on other organisms for food. They take in organic molecules by essentially “eating” other living things. They include all animals and fungi. (Fungi don't really “eat”; they absorb nutrients from other organisms. ) They also include many bacteria and even a few plants, such as the pitcher plant in Figure below . Consumers are also called heterotrophs. Heterotrophs are classified by what they eat:.","Consumers are organisms that depend on other organisms for food. They take in organic molecules by essentially “eating” other living things. They include all animals and fungi. (Fungi don't really “eat”; they absorb nutrients from other organisms. ) They also include many bacteria and even a few plants, such as the pitcher plant in Figure below . Consumers are also called heterotrophs. Heterotrophs are classified by what they eat:.",69
11402,Ionic bonds are electrostatic attractions between two oppositely charged what?,compounds,molecules,gasses,ions,Ionic bonds are electrostatic attractions between two oppositely charged ions. Ions can be formed and then bonded when metal atoms donate their valence electrons to nonmetal atoms.,Ionic bonds are electrostatic attractions between two oppositely charged ions. Ions can be formed and then bonded when metal atoms donate their valence electrons to nonmetal atoms.,27
9068,What do you call compounds whose properties are different because their atoms are bonded together in different arrangements?,ionic compounds,isotopes,mixtures,isomers,"Hydrocarbons are compounds that contain only carbon and hydrogen atoms. The smallest hydrocarbon, methane (CH 4 ), contains just one carbon atom and four hydrogen atoms. Larger hydrocarbons contain many more. Hydrocarbons with four or more carbon atoms can have different shapes. Although they have the same chemical formula, with the same numbers of carbon and hydrogen atoms, they form different compounds, called isomers . Isomers are compounds whose properties are different because their atoms are bonded together in different arrangements.","Hydrocarbons are compounds that contain only carbon and hydrogen atoms. The smallest hydrocarbon, methane (CH 4 ), contains just one carbon atom and four hydrogen atoms. Larger hydrocarbons contain many more. Hydrocarbons with four or more carbon atoms can have different shapes. Although they have the same chemical formula, with the same numbers of carbon and hydrogen atoms, they form different compounds, called isomers . Isomers are compounds whose properties are different because their atoms are bonded together in different arrangements.",81
788,What is the first digestive organ that food enters?,kidneys,intestine,digestive system,mouth,The mouth is the first organ that food enters. But digestion may start even before you put the first bite of food into your mouth. Just seeing or smelling food can cause the release of saliva and digestive enzymes in your mouth.,The mouth is the first organ that food enters. But digestion may start even before you put the first bite of food into your mouth. Just seeing or smelling food can cause the release of saliva and digestive enzymes in your mouth.,42
1209,"While still an early fetus, what is the skeleton made of?",gel,ligament,membrane,cartilage,"Early in the development of a human fetus, the skeleton is made entirely of cartilage. The relatively soft cartilage gradually turns into hard bone through ossification . This is a process in which mineral deposits replace cartilage. As shown in Figure below , ossification of long bones, which are found in the arms and legs, begins at the center of the bones and continues toward the ends. By birth, several areas of cartilage remain in the skeleton, including the ends of the long bones. This cartilage grows as the long bones grow, so the bones can keep increasing in length during childhood.","Early in the development of a human fetus, the skeleton is made entirely of cartilage. The relatively soft cartilage gradually turns into hard bone through ossification . This is a process in which mineral deposits replace cartilage. As shown in Figure below , ossification of long bones, which are found in the arms and legs, begins at the center of the bones and continues toward the ends. By birth, several areas of cartilage remain in the skeleton, including the ends of the long bones. This cartilage grows as the long bones grow, so the bones can keep increasing in length during childhood.",102
7559,The cell body contains what central structure along with other organelles?,electron,neutron,protons,nucleus,The cell body contains the nucleus and other organelles.,The cell body contains the nucleus and other organelles.,9
5774,A system of glands secretes what chemical messenger molecules into the blood?,acids,metabolytes,enzymes,hormones,system of glands that secrete chemical messenger molecules called hormones into the blood.,system of glands that secrete chemical messenger molecules called hormones into the blood.,13
11320,Refracting and reflecting telescopes are optical telescopes that use lenses to gather what?,sound,electricity,magnetic force,light,Refracting and reflecting telescopes are optical telescopes that use lenses to gather light.,Refracting and reflecting telescopes are optical telescopes that use lenses to gather light.,13
9206,How do you decrease errors in an experiment?,decrease measurements,write about it,ask God,take many measurements,"Scientists make many measurements during experiments. Humans and equipment can make mistakes. Errors are often unavoidable. This is called experimental error . Errors may be due to the equipment being used. In this case, the numbers may be always skewed in one direction. For example, a scale may always measure one-half of an ounce high. People can also make errors. A measurement may not be made precisely. For example, a stopwatch may be stopped too soon or too late. But probably not always in the same direction. To correct for this, many measurements are taken. The measurements are then averaged. Experiments always have a margin of error associated with them.","Scientists make many measurements during experiments. Humans and equipment can make mistakes. Errors are often unavoidable. This is called experimental error . Errors may be due to the equipment being used. In this case, the numbers may be always skewed in one direction. For example, a scale may always measure one-half of an ounce high. People can also make errors. A measurement may not be made precisely. For example, a stopwatch may be stopped too soon or too late. But probably not always in the same direction. To correct for this, many measurements are taken. The measurements are then averaged. Experiments always have a margin of error associated with them.",110
3814,How many digits do primates have on each extremity?,three,ten,four,five,"Primates have five digits (fingers or toes) on each extremity. Unlike the hooves of horses or the paddles of whales, the digits of primates are relatively unspecialized. Therefore, they can be used to do a variety of tasks, including grasping branches and holding tools.","Primates have five digits (fingers or toes) on each extremity. Unlike the hooves of horses or the paddles of whales, the digits of primates are relatively unspecialized. Therefore, they can be used to do a variety of tasks, including grasping branches and holding tools.",44
6199,Sulfur can combine with oxygen to produce what?,sulfur oxide,sulfur bioxide,sulfur dioxide,sulfur trioxide,"When nonmetals react with one another, the product is a molecular compound. Often, the nonmetal reactants can combine in different ratios and produce different products. Sulfur can also combine with oxygen to produce sulfur trioxide.","When nonmetals react with one another, the product is a molecular compound. Often, the nonmetal reactants can combine in different ratios and produce different products. Sulfur can also combine with oxygen to produce sulfur trioxide.",35
8666,A group of atoms that results when one hydrogen atom is removed from an alkane is referred to as what?,nitrate group,chloride group,hyrdrogen group,alkyl group,"An alkyl group is a group of atoms that results when one hydrogen atom is removed from an alkane. The group is named by replacing the -ane suffix of the parent hydrocarbon with -yl. For example, the CH3 group derived from methane (CH4) results from subtracting one hydrogen atom and is called a methyl group. The alkyl groups we will use most frequently are listed in Table 12.4 ""Common Alkyl Groups"". Alkyl groups are not independent molecules; they are parts of molecules that we consider as a unit to name compounds systematically. Table 12.4 Common Alkyl Groups.","An alkyl group is a group of atoms that results when one hydrogen atom is removed from an alkane. The group is named by replacing the -ane suffix of the parent hydrocarbon with -yl. For example, the CH3 group derived from methane (CH4) results from subtracting one hydrogen atom and is called a methyl group. The alkyl groups we will use most frequently are listed in Table 12.4 ""Common Alkyl Groups"". Alkyl groups are not independent molecules; they are parts of molecules that we consider as a unit to name compounds systematically. Table 12.4 Common Alkyl Groups.",97
2705,What process converts the sun's hydrogen nuclei into helium?,combustion,solar fission,nuclear fission,nuclear fusion,"Figure 32.19 Nuclear fusion in the Sun converts hydrogen nuclei into helium; fusion occurs primarily at the boundary of the helium core, where temperature is highest and sufficient hydrogen remains. Energy released diffuses slowly to the surface, with the exception of neutrinos, which escape immediately. Energy production remains stable because of negative feedback effects.","Figure 32.19 Nuclear fusion in the Sun converts hydrogen nuclei into helium; fusion occurs primarily at the boundary of the helium core, where temperature is highest and sufficient hydrogen remains. Energy released diffuses slowly to the surface, with the exception of neutrinos, which escape immediately. Energy production remains stable because of negative feedback effects.",54
2567,A muscle can return to its original length when relaxed due to a quality of muscle tissue called what?,moisture,reach,viscosity,elasticity,"The muscles all begin the actual process of contracting (shortening) when a protein called actin is pulled by a protein called myosin. This occurs in striated muscle (skeletal and cardiac) after specific binding sites on the actin have been exposed in response to the interaction between calcium ions (Ca++) and proteins (troponin and tropomyosin) that “shield” the actinbinding sites. Ca++ also is required for the contraction of smooth muscle, although its role is different: here Ca++ activates enzymes, which in turn activate myosin heads. All muscles require adenosine triphosphate (ATP) to continue the process of contracting, and they all relax when the Ca++ is removed and the actin-binding sites are re-shielded. A muscle can return to its original length when relaxed due to a quality of muscle tissue called elasticity. It can recoil back to its original length due to elastic fibers. Muscle tissue also has the quality of extensibility; it can stretch or extend. Contractility allows muscle tissue to pull on its attachment points and shorten with force. Differences among the three muscle types include the microscopic organization of their contractile proteins—actin and myosin. The actin and myosin proteins are arranged very regularly in the cytoplasm of individual muscle cells (referred to as fibers) in both skeletal muscle and cardiac muscle, which creates a pattern, or stripes, called striations. The striations are visible with a light microscope under high magnification (see Figure 10.2). Skeletal muscle fibers are multinucleated structures that compose the skeletal muscle. Cardiac muscle fibers each have one to two nuclei and are physically and electrically connected to each other so that the entire heart contracts as one unit (called a syncytium). Because the actin and myosin are not arranged in such regular fashion in smooth muscle, the cytoplasm of a smooth muscle fiber (which has only a single nucleus) has a uniform, nonstriated appearance (resulting in the name smooth muscle). However, the less organized appearance of smooth muscle should not be interpreted as less efficient. Smooth muscle in the walls of arteries is a critical component that regulates blood pressure necessary to push blood through the circulatory system; and smooth muscle in the skin, visceral organs, and internal passageways is essential for moving all materials through the body.","The muscles all begin the actual process of contracting (shortening) when a protein called actin is pulled by a protein called myosin. This occurs in striated muscle (skeletal and cardiac) after specific binding sites on the actin have been exposed in response to the interaction between calcium ions (Ca++) and proteins (troponin and tropomyosin) that “shield” the actinbinding sites. Ca++ also is required for the contraction of smooth muscle, although its role is different: here Ca++ activates enzymes, which in turn activate myosin heads. All muscles require adenosine triphosphate (ATP) to continue the process of contracting, and they all relax when the Ca++ is removed and the actin-binding sites are re-shielded. A muscle can return to its original length when relaxed due to a quality of muscle tissue called elasticity. It can recoil back to its original length due to elastic fibers. Muscle tissue also has the quality of extensibility; it can stretch or extend. Contractility allows muscle tissue to pull on its attachment points and shorten with force. Differences among the three muscle types include the microscopic organization of their contractile proteins—actin and myosin. The actin and myosin proteins are arranged very regularly in the cytoplasm of individual muscle cells (referred to as fibers) in both skeletal muscle and cardiac muscle, which creates a pattern, or stripes, called striations. The striations are visible with a light microscope under high magnification (see Figure 10.2). Skeletal muscle fibers are multinucleated structures that compose the skeletal muscle. Cardiac muscle fibers each have one to two nuclei and are physically and electrically connected to each other so that the entire heart contracts as one unit (called a syncytium). Because the actin and myosin are not arranged in such regular fashion in smooth muscle, the cytoplasm of a smooth muscle fiber (which has only a single nucleus) has a uniform, nonstriated appearance (resulting in the name smooth muscle). However, the less organized appearance of smooth muscle should not be interpreted as less efficient. Smooth muscle in the walls of arteries is a critical component that regulates blood pressure necessary to push blood through the circulatory system; and smooth muscle in the skin, visceral organs, and internal passageways is essential for moving all materials through the body.",372
4328,"Internal resistance, or (electrical) resistance in general, involves the resistance of the flow of what?",water,protons,force,current,"Internal Resistance As noted before, a 12-V truck battery is physically larger, contains more charge and energy, and can deliver a larger current than a 12-V motorcycle battery. Both are lead-acid batteries with identical emf, but, because of its size, the truck battery has a smaller internal resistance r . Internal resistance is the inherent resistance to the flow of current within the source itself. Figure 21.9 is a schematic representation of the two fundamental parts of any voltage source. The emf (represented by a script E in the figure) and internal resistance r are in series. The smaller the internal resistance for a given emf, the more current and the more power the source can supply.","Internal Resistance As noted before, a 12-V truck battery is physically larger, contains more charge and energy, and can deliver a larger current than a 12-V motorcycle battery. Both are lead-acid batteries with identical emf, but, because of its size, the truck battery has a smaller internal resistance r . Internal resistance is the inherent resistance to the flow of current within the source itself. Figure 21.9 is a schematic representation of the two fundamental parts of any voltage source. The emf (represented by a script E in the figure) and internal resistance r are in series. The smaller the internal resistance for a given emf, the more current and the more power the source can supply.",117
2349,What is the world’s most serious resource problem?,deforestation,gas shortage,citrus blight,water scarcity,"Most Americans have plenty of fresh, clean water. But many people around the world do not. In fact, water scarcity is the world’s most serious resource problem. How can that be? Water is almost everywhere. But much of it is unusable. What is usable is not always where it is needed.","Most Americans have plenty of fresh, clean water. But many people around the world do not. In fact, water scarcity is the world’s most serious resource problem. How can that be? Water is almost everywhere. But much of it is unusable. What is usable is not always where it is needed.",51
4868,What is the name for the organs behind the head of a fish that absorb oxygen from water?,lungs,pores,alveoli,gills,"Fish have gills. Gills are organs behind the head that absorb oxygen from water. Water enters through the mouth, passes over the gills, and then exits the body.","Fish have gills. Gills are organs behind the head that absorb oxygen from water. Water enters through the mouth, passes over the gills, and then exits the body.",28
3562,What is the name for the disease in which cells divide out of control?,angina,diabetes,mutation,cancer,"Knowledge gained by this basic research on yeast cells has been applied to practical problems. Scientists have developed drugs to treat cancer based on knowledge of the cell cycle. Cancer is a disease in which cells divide out of control. The new drugs interfere with the cell cycle of cancer cells, so the cells stop dividing. This is an example of applied science. The aim of applied science is to find solutions to practical problems. Applied science generally rests on knowledge gained by basic science.","Knowledge gained by this basic research on yeast cells has been applied to practical problems. Scientists have developed drugs to treat cancer based on knowledge of the cell cycle. Cancer is a disease in which cells divide out of control. The new drugs interfere with the cell cycle of cancer cells, so the cells stop dividing. This is an example of applied science. The aim of applied science is to find solutions to practical problems. Applied science generally rests on knowledge gained by basic science.",85
6048,The name silicon is derived from the latin word for flint?,pelea,silk,simple,silex,"The name silicon is derived from the Latin word for flint, silex. The metalloid silicon readily forms compounds containing Si-O-Si bonds, which are of prime importance in the mineral world. This bonding capability is in contrast to the nonmetal carbon, whose ability to form carbon-carbon bonds gives it prime importance in the plant and animal worlds.","The name silicon is derived from the Latin word for flint, silex. The metalloid silicon readily forms compounds containing Si-O-Si bonds, which are of prime importance in the mineral world. This bonding capability is in contrast to the nonmetal carbon, whose ability to form carbon-carbon bonds gives it prime importance in the plant and animal worlds.",56
6612,What is defined as maintaining a stable internal environment?,consciousness,peristalsis,ketosis,homeostasis,"Lenses are made of transparent material such as glass or plastic with an index of refraction greater than that of air. At least one of the faces is a part of a sphere; a convex lens is thicker at the center than the edges, and a concave lens is thicker at the edges than the center. Convex lenses are called converging lenses, because they refract parallel light rays so that they meet. They are one of the most useful and important parts of all optical devices, and are found in eyeglasses, telescopes, microscopes, magnifying glasses, cameras and many other objects.","Lenses are made of transparent material such as glass or plastic with an index of refraction greater than that of air. At least one of the faces is a part of a sphere; a convex lens is thicker at the center than the edges, and a concave lens is thicker at the edges than the center. Convex lenses are called converging lenses, because they refract parallel light rays so that they meet. They are one of the most useful and important parts of all optical devices, and are found in eyeglasses, telescopes, microscopes, magnifying glasses, cameras and many other objects.",100
1461,What are the three main types of rocks?,"crystalline , igneous and metamorphic","limestone , igneous and metamorphic","plutonic, igneous and metmorphic","sedimentary, igneous and metamorphic","A geologic map shows the different rocks that are exposed at the surface of a region. Rock units are shown in a color identified in a key. On the geologic map of the Grand Canyon, for example, different rock types are shown in different colors. Some people call the Grand Canyon “layer cake geology“ because most of the rock units are in layers. Rock units show up on both sides of a stream valley.","A geologic map shows the different rocks that are exposed at the surface of a region. Rock units are shown in a color identified in a key. On the geologic map of the Grand Canyon, for example, different rock types are shown in different colors. Some people call the Grand Canyon “layer cake geology“ because most of the rock units are in layers. Rock units show up on both sides of a stream valley.",74
10532,Changes in the number of what can lead to disorders like down syndrome?,genes,prokaryotes,dna,chromosomes,Changes in chromosome number can lead to disorders like Down syndrome.,Changes in chromosome number can lead to disorders like Down syndrome.,11
11076,What is the process by which the remains of living things become fossils?,petrification,decomposition,sublimation,fossilization,The process by which remains or traces of living things become fossils is called fossilization . Most fossils are preserved in sedimentary rocks.,The process by which remains or traces of living things become fossils is called fossilization . Most fossils are preserved in sedimentary rocks.,23
8576,What harmful substance must not be drained into s storm sewer?,water runoff,alcohol,debris,motor oil,"People may dispose of harmful substances incorrectly. For example, motor oil must not be drained into a storm sewer.","People may dispose of harmful substances incorrectly. For example, motor oil must not be drained into a storm sewer.",19
10131,What is the time it takes for radioactive substance to decay?,deterioration rate,decay rate,full-life,half-life,"The disintegration of unstable nuclei does not occur all at once. The rate of disintegration is a statistical process. The most convenient way to consider it is by a concept known as half-life . The time required for half of the atoms in any given quantity of a radioactive substance to decay is the half-life of that element. Each particular isotope has its own half-life. For example, the half-life of radium-226 is 1600 years. That is, beginning with 1.00 gram of radium-226, it would take 1600 years for half of it to decay and leave 0.50 gram remaining. After another 1600 years, only 0.25 gram would remain. In each half-life, exactly half of the beginning amount decays.","The disintegration of unstable nuclei does not occur all at once. The rate of disintegration is a statistical process. The most convenient way to consider it is by a concept known as half-life . The time required for half of the atoms in any given quantity of a radioactive substance to decay is the half-life of that element. Each particular isotope has its own half-life. For example, the half-life of radium-226 is 1600 years. That is, beginning with 1.00 gram of radium-226, it would take 1600 years for half of it to decay and leave 0.50 gram remaining. After another 1600 years, only 0.25 gram would remain. In each half-life, exactly half of the beginning amount decays.",117
6916,What term is used to describe foods containing active cultures of beneficial bacteria?,carotenoids,sembiotic,antibiotics,probiotic,"Yogurt is a good source of calcium. Yogurt also contains active cultures of ""good"" bacteria. Foods that contain these beneficial bacteria are sometimes called ""probiotic. "".","Yogurt is a good source of calcium. Yogurt also contains active cultures of ""good"" bacteria. Foods that contain these beneficial bacteria are sometimes called ""probiotic. "".",26
10034,"When resources become limiting, populations follow a logistic growth curve in which the size will level off at a point called what?",containing capacity,believed capacity,full capacity,carrying capacity,"19.2 Population Growth and Regulation Populations with unlimited resources grow exponentially—with an accelerating growth rate. When resources become limiting, populations follow a logistic growth curve in which population size will level off at the carrying capacity. Populations are regulated by a variety of density-dependent and density-independent factors. Life-history characteristics, such as age at first reproduction or numbers of offspring, are characteristics that evolve in populations just as anatomy or behavior can evolve over time. The model of r- and K-selection suggests that characters, and possibly suites of characters, may evolve adaptations to population stability near the carrying capacity (K-selection) or rapid population growth and collapse (r-selection). Species will exhibit adaptations somewhere on a continuum between these two extremes.","19.2 Population Growth and Regulation Populations with unlimited resources grow exponentially—with an accelerating growth rate. When resources become limiting, populations follow a logistic growth curve in which population size will level off at the carrying capacity. Populations are regulated by a variety of density-dependent and density-independent factors. Life-history characteristics, such as age at first reproduction or numbers of offspring, are characteristics that evolve in populations just as anatomy or behavior can evolve over time. The model of r- and K-selection suggests that characters, and possibly suites of characters, may evolve adaptations to population stability near the carrying capacity (K-selection) or rapid population growth and collapse (r-selection). Species will exhibit adaptations somewhere on a continuum between these two extremes.",118
196,How many variables are used to describe the condition of a gas?,three,five,one,four,"Recall from the kinetic-molecular theory that gas particles move randomly and in straight lines until they elastically collide with either other gas particles or with one of the walls of the container. It is these collisions with the walls of the container that defines the pressure of the gas. Four variables are used to describe the condition of a gas. They are pressure , volume , temperature , and the amount of the gas as measured by the number moles . We will examine separately how the volume, temperature, and amount of gas each affect the pressure of an enclosed gas sample.","Recall from the kinetic-molecular theory that gas particles move randomly and in straight lines until they elastically collide with either other gas particles or with one of the walls of the container. It is these collisions with the walls of the container that defines the pressure of the gas. Four variables are used to describe the condition of a gas. They are pressure , volume , temperature , and the amount of the gas as measured by the number moles . We will examine separately how the volume, temperature, and amount of gas each affect the pressure of an enclosed gas sample.",102
745,A mutation is a random change in an organism's what?,babies,power,structure,genes,"At some point, the variation probably came from a mutation. A mutation is a random change in an organism's genes. Mutations are natural. Some are harmful, but many are neutral. If the trait from the mutation is beneficial, that organism may have a better chance to survive. An organism that survives is likely to have offspring. If it does, it may pass the mutation on to its offspring. The offspring may be more likely to survive.","At some point, the variation probably came from a mutation. A mutation is a random change in an organism's genes. Mutations are natural. Some are harmful, but many are neutral. If the trait from the mutation is beneficial, that organism may have a better chance to survive. An organism that survives is likely to have offspring. If it does, it may pass the mutation on to its offspring. The offspring may be more likely to survive.",76
11366,"Which system in the human body consists of the heart, a network of blood vessels, and blood?",circulatory system,cardiac system,nervous system,cardiovascular system,"The cardiovascular system consists of the heart, a network of blood vessels, and blood. Blood is a liquid tissue. The heart is a pump that keeps blood flowing through the vessels of the system.","The cardiovascular system consists of the heart, a network of blood vessels, and blood. Blood is a liquid tissue. The heart is a pump that keeps blood flowing through the vessels of the system.",34
7722,"What ""kind"" of water may take longer to become contaminated than surface water, while the natural cleaning process may take longer?",dam water,lake water,spring water,groundwater,"Water pollution happens when contaminants enter water bodies. Contaminants are any substances that harm the health of the environment or humans. Most contaminants enter the water because of humans. Surface water (river or lake) can be exposed to and contaminated by acid rain, storm water runoff, pesticide runoff, and industrial waste. This water is cleaned somewhat by exposure to sunlight, aeration, and microorganisms in the water. Groundwater (private wells and some public water supplies) generally takes longer to become contaminated, but the natural cleaning process also may take much longer. Groundwater can be contaminated by disease-producing pathogens, careless disposal of hazardous household chemical-containing products, agricultural chemicals, and leaking underground storage tanks.","Water pollution happens when contaminants enter water bodies. Contaminants are any substances that harm the health of the environment or humans. Most contaminants enter the water because of humans. Surface water (river or lake) can be exposed to and contaminated by acid rain, storm water runoff, pesticide runoff, and industrial waste. This water is cleaned somewhat by exposure to sunlight, aeration, and microorganisms in the water. Groundwater (private wells and some public water supplies) generally takes longer to become contaminated, but the natural cleaning process also may take much longer. Groundwater can be contaminated by disease-producing pathogens, careless disposal of hazardous household chemical-containing products, agricultural chemicals, and leaking underground storage tanks.",111
11134,What is the only natural phenomenon that causes more damage than earthquakes?,landslides,volcanos,blizzards,hurricanes,"Only hurricanes cause more damage than earthquakes. Only one source of earthquake damage is ground shaking. More damage may be done from the tsunami, fires, and landslides that can happen afterwards. Communities along faults can prepare for earthquakes. One way is to use earthquake-safe construction methods and to make older buildings stronger. If you live in earthquake country, it is important to secure heavy objects and put together an emergency kit.","Only hurricanes cause more damage than earthquakes. Only one source of earthquake damage is ground shaking. More damage may be done from the tsunami, fires, and landslides that can happen afterwards. Communities along faults can prepare for earthquakes. One way is to use earthquake-safe construction methods and to make older buildings stronger. If you live in earthquake country, it is important to secure heavy objects and put together an emergency kit.",71
10560,What do you call a compound that contains both an amino group and a carboxyl group in the same molecule?,catalyst,carbolic acid,compound acid,amino acid,"An amino acid is a compound that contains both an amino group (−NH 2 ) and a carboxyl group (−COOH) in the same molecule. While any number of amino acids can possibly be imagined, biochemists generally reserve the term for a group of 20 amino acids which are formed and used by living organisms. The Figure below shows the general structure of an amino acid.","An amino acid is a compound that contains both an amino group (−NH 2 ) and a carboxyl group (−COOH) in the same molecule. While any number of amino acids can possibly be imagined, biochemists generally reserve the term for a group of 20 amino acids which are formed and used by living organisms. The Figure below shows the general structure of an amino acid.",65
9418,Which germ layers are essential for animal embryos to grow and develop into a body?,cytoplasm and chloroplasm,histone and melatonin,"keratinocytes , ectoderm , mesoderm","endoderm, ectoderm, mesoderm","The three germ layers are the endoderm, the ectoderm, and the mesoderm. Cells in each germ layer differentiate into tissues and embryonic organs. The ectoderm gives rise to the nervous system and the epidermis, among other tissues. The mesoderm gives rise to the muscle cells and connective tissue in the body. The endoderm gives rise to the gut and many internal organs. Organogenesis Gastrulation leads to the formation of the three germ layers that give rise during further development to the different organs in the animal body. This process is called organogenesis. Organs develop from the germ layers through the process of differentiation. During differentiation, the embryonic stem cells express specific sets of genes that will determine their ultimate cell type. For example, some cells in the ectoderm will express the genes specific to skin cells. As a result, these cells will take on the shape and characteristics of epidermal cells. The process of differentiation is regulated by location-specific chemical signals from the cell’s embryonic environment that sets in play a cascade of events that regulates gene expression.","The three germ layers are the endoderm, the ectoderm, and the mesoderm. Cells in each germ layer differentiate into tissues and embryonic organs. The ectoderm gives rise to the nervous system and the epidermis, among other tissues. The mesoderm gives rise to the muscle cells and connective tissue in the body. The endoderm gives rise to the gut and many internal organs. Organogenesis Gastrulation leads to the formation of the three germ layers that give rise during further development to the different organs in the animal body. This process is called organogenesis. Organs develop from the germ layers through the process of differentiation. During differentiation, the embryonic stem cells express specific sets of genes that will determine their ultimate cell type. For example, some cells in the ectoderm will express the genes specific to skin cells. As a result, these cells will take on the shape and characteristics of epidermal cells. The process of differentiation is regulated by location-specific chemical signals from the cell’s embryonic environment that sets in play a cascade of events that regulates gene expression.",178
11452,What are the two divisions of vascular plants?,aquatic and terrestrial,root and seed,seedless and semi-seeded,seedless and seed,The most basic division of living plants is between nonvascular and vascular plants. Vascular plants are further divided into seedless and seed plants. Seed plants called gymnosperms produce seeds in cones. Seed plants called angiosperms produce seeds in the ovaries of flowers.,The most basic division of living plants is between nonvascular and vascular plants. Vascular plants are further divided into seedless and seed plants. Seed plants called gymnosperms produce seeds in cones. Seed plants called angiosperms produce seeds in the ovaries of flowers.,42
1629,"Because the solute is moving down the concentration gradient, and no input of energy is required, facilitated diffusion is considered what type of transport?",adaptive,active,neutral,passive,"Facilitated diffusion is the diffusion of solutes through integral membrane transport proteins. Facilitated diffusion is a type of passive transport . Even though facilitated diffusion involves transport proteins (and is essentially a transport process), it can still be considered passive transport because the solute is moving down the concentration gradient, and no input of energy is required. Facilitated diffusion utilizes proteins known as uniporters. A uniporter can be either a channel protein or a carrier protein.","Facilitated diffusion is the diffusion of solutes through integral membrane transport proteins. Facilitated diffusion is a type of passive transport . Even though facilitated diffusion involves transport proteins (and is essentially a transport process), it can still be considered passive transport because the solute is moving down the concentration gradient, and no input of energy is required. Facilitated diffusion utilizes proteins known as uniporters. A uniporter can be either a channel protein or a carrier protein.",76
209,Terminal pods are located at the end of what?,spines,fruits,leaves,stems,"Mendel investigated seven different characteristics in pea plants. In this chart, cotyledons refer to the tiny leaves inside seeds. Axial pods are located along the stems. Terminal pods are located at the ends of the stems.","Mendel investigated seven different characteristics in pea plants. In this chart, cotyledons refer to the tiny leaves inside seeds. Axial pods are located along the stems. Terminal pods are located at the ends of the stems.",36
